web-scraper-order,web-scraper-start-url,title,number,crn,class_cap,credits,professor,schedule,property_1_type,property_1_value,property_2_type,property_2_value,property_3_type,property_3_value,property_4_type,property_4_value,description,programs,programs-href
"1682471336-1137","https://inside.bard.edu/academic/courses/fall2023/menu.htm","Global Change Biology","BIO 153","91884","18","4","Bruce Robertson","Tue  Thurs    1:30 PM
  – 2:50 PM Reem Kayden Center 102","Laboratory","Fri   8:30 AM
  – 11:30 AM Reem Kayden Center 111/112","Distributional","LS  Laboratory Science","Crosslists","Environmental
  & Urban Studies; Environmental Studies; Global Public Health","null","null","","Environmental Studies","https://inside.bard.edu/academic/courses/fall2023/es.htm"
"1682471336-1138","https://inside.bard.edu/academic/courses/fall2023/menu.htm","Ecology and Evolution","BIO 202","91887","18","4","Felicia Keesing","Wed  Fri   8:30 AM
  - 11:30 AM Reem Kayden Center 114/115","Distributional","LS  Laboratory Science","Crosslists","Environmental
  & Urban Studies; Environmental Studies","null","null","null","null","","Environmental Studies","https://inside.bard.edu/academic/courses/fall2023/es.htm"
"1682471336-1139","https://inside.bard.edu/academic/courses/fall2023/menu.htm","Rethinking Place: Art/Science Collaboration","CC 117 A","92455","22","4","Elias Dueker and Krista Caballero","Tue      1:30 PM
  - 2:50 PM Olin 201","null","Thurs    1:30 PM
  - 2:50 PM Hegeman 300","Distributional","AA Analysis
  of Art; MBV Meaning, Being, Value","Crosslists","American
  & Indigenous Studies; Environmental & Urban Studies; Environmental
  Studies; Experimental Humanities","null","null","","Environmental Studies","https://inside.bard.edu/academic/courses/fall2023/es.htm"
"1682471336-1140","https://inside.bard.edu/academic/courses/fall2023/menu.htm","Race and Place: African American-Indigenous
  Studies Approaches","CC 117 B","92398","22","4","Christian Crouch and Peter L'Official","Tue      1:30 PM
  - 2:50 PM Olin 201","null","Thurs    1:30 PM
  - 2:50 PM Olin 308","Distributional","AA Analysis of Art; MBV
  Meaning, Being, Value","Crosslists","American
  & Indigenous Studies; Environmental & Urban Studies; Environmental
  Studies; Experimental Humanities","null","null","","Environmental Studies","https://inside.bard.edu/academic/courses/fall2023/es.htm"
"1682471336-1141","https://inside.bard.edu/academic/courses/fall2023/menu.htm","Rethinking Place: Methods and Theory","CC 117 C","92456","22","4","Margaux Kristjansson and Luis Chavez","Tue      1:30 PM
  - 2:50 PM Olin 201","null","Thurs    1:30 PM
  - 2:50 PM Olin 310","Distributional","AA Analysis
  of Art; MBV Meaning, Being, Value","Crosslists","American
  & Indigenous Studies; Environmental & Urban Studies; Environmental
  Studies; Experimental Humanities","null","null","","Environmental Studies","https://inside.bard.edu/academic/courses/fall2023/es.htm"
"1682471336-1142","https://inside.bard.edu/academic/courses/fall2023/menu.htm","Economic Development","ECON 221","91965","22","4","Sanjay DeSilva","Mon  Wed     5:10 PM
  – 6:30 PM Olin 204","Distributional","SA  Social Analysis","Crosslists","Africana
  Studies; Asian Studies; Environmental & Urban Studies; Environmental
  Studies; Global & International Studies; Human Rights; Latin
  American/Iberian Studies; Science, Technology, Society","null","null","null","null","","Environmental Studies","https://inside.bard.edu/academic/courses/fall2023/es.htm"
"1682471336-1143","https://inside.bard.edu/academic/courses/fall2023/menu.htm","Introduction to Econometrics","ECON 229","91967","18","4","Sanjay DeSilva","Mon  Wed     3:30 PM
  – 4:50 PM Albee 106","Distributional","MC  Mathematics and Computing","Crosslists","Economics
  & Finance; Environmental & Urban Studies; Environmental Studies;
  Global & International Studies","null","null","null","null","","Environmental Studies","https://inside.bard.edu/academic/courses/fall2023/es.htm"
"1682471336-1144","https://inside.bard.edu/academic/courses/fall2023/menu.htm","Technology, Labor, Capitalism","HIST 180","92034","22","4","Jeannette Estruth","Tue  Thurs    5:10 PM
  - 6:30 PM Reem Kayden Center 101","Distributional","HA  Historical Analysis  D+J Difference and Justice","Crosslists","American
  & Indigenous Studies; Environmental & Urban Studies; Experimental Humanities;
  Human Rights; Science, Technology, Society","null","null","null","null","","Environmental Studies","https://inside.bard.edu/academic/courses/fall2023/es.htm"
"1682471336-1145","https://inside.bard.edu/academic/courses/fall2023/menu.htm","Global Cities of South Asia: Delhi and Mumbai through time","HIST 213","92044","18","4","Rupali Warke","Mon  Wed     11:50 AM
  - 1:10 PM Olin 304","Distributional","HA  Historical Analysis","Crosslists","Environmental
  & Urban Studies; Environmental Studies; Global & International
  Studies","null","null","null","null","","Environmental Studies","https://inside.bard.edu/academic/courses/fall2023/es.htm"
"1682471336-1146","https://inside.bard.edu/academic/courses/fall2023/menu.htm","Landscape Studies: The Hudson River Valley","HUM 234","92173","22","4","Jana Mader","Tue  Thurs    1:30 PM
  - 2:50 PM Henderson Comp. Center 106","Distributional","HA  Historical Analysis","Cross","Architecture;
  Environmental and Urban Studies; Environmental Studies; Experimental
  Humanities; Literature","null","null","null","null","","Environmental Studies","https://inside.bard.edu/academic/courses/fall2023/es.htm"
"1682471336-1147","https://inside.bard.edu/academic/courses/fall2023/menu.htm","Copaganda","HR 273","92063","22","4","Kwame Holmes","Mon  Wed     11:50 AM - 1:10
  PM Olin 205","Distributional","SA  Social Analysis  D+J Difference and Justice","Crosslists","American
  & Indigenous Studies; Environmental & Urban Studies; Environmental
  Studies; Historical Studies","null","null","null","null","","Environmental Studies","https://inside.bard.edu/academic/courses/fall2023/es.htm"
"1682471336-1148","https://inside.bard.edu/academic/courses/fall2023/menu.htm","Advanced Review: Imagining Italian
  Cities","ITAL 235","91989","22","4","Franco Baldasso","Mon  Wed      3:30 PM
  – 4:50 PM Olin 301","Distributional","FL  Foreign Languages and Lit","Crosslists","Environmental
  & Urban Studies; Environmental Studies","null","null","null","null","","Environmental Studies","https://inside.bard.edu/academic/courses/fall2023/es.htm"
"1682471336-1149","https://inside.bard.edu/academic/courses/fall2023/menu.htm","Tokyo Textscapes","LIT 2290","92144","22","4","Wakako Suzuki","Mon  Wed     3:30 PM - 4:50
  PM Olin 202","Distributional","FL  Foreign Languages and Lit","Crosslists","Architecture;
  Asian Studies; Environmental & Urban Studies","null","null","null","null","","Environmental Studies","https://inside.bard.edu/academic/courses/fall2023/es.htm"
"1682471336-1150","https://inside.bard.edu/academic/courses/fall2023/menu.htm","Wild Romanticism","LIT 230","92133","22","4","Cole Heinowitz","Mon  Wed     11:50 AM - 1:10
  PM Olin 203","Distributional","LA  Literary Analysis in English","Crosslists","Environmental
  & Urban Studies; Environmental Studies","null","null","null","null","","Environmental Studies","https://inside.bard.edu/academic/courses/fall2023/es.htm"
"1682471336-1151","https://inside.bard.edu/academic/courses/fall2023/menu.htm","American Study","LIT 3233","92155","15","4","Peter L'Official","Mon     12:30 PM
  - 2:50 PM Olin 308","Distributional","LA  Literary Analysis in English  D+J Difference and Justice","Crosslists","American
  & Indigenous Studies; Environmental & Urban Studies; Environmental
  Studies; Experimental Humanities","null","null","null","null","","Environmental Studies","https://inside.bard.edu/academic/courses/fall2023/es.htm"
"1682471336-1152","https://inside.bard.edu/academic/courses/fall2023/menu.htm","Critical Political Economy","PS 312","92109","15","4","Lucas Guimaraes Pinheiro","Tue      12:30 PM
  – 2:50 PM Olin 308","Distributional","SA  Social Analysis","Crosslists","American
  & Indigenous Studies; Economics; Environmental & Urban Studies;
  Environmental Studies; Global & International Studies; Human Rights","null","null","null","null","","Environmental Studies","https://inside.bard.edu/academic/courses/fall2023/es.htm"
"1682471336-1153","https://inside.bard.edu/academic/courses/fall2023/menu.htm","Pilgrimage, Voyage, Journey","REL 243","92079","16","4","Bevin Blaber","Tue  Thurs    1:30 PM
  – 2:50 PM Olin 303","Distributional","MBV  Meaning, Being, Value  D+J Difference and Justice","Crosslists","Environmental
  & Urban Studies; Environmental Studies; Historical Studies","null","null","null","null","","Environmental Studies","https://inside.bard.edu/academic/courses/fall2023/es.htm"
"1682471336-1154","https://inside.bard.edu/academic/courses/fall2023/menu.htm","Introduction to Urban Sociology","SOC 138","92114","18","4","Peter Klein","Mon  Wed    
  11:50 AM - 1:10 PM Olin
  201","Distributional","SA  Social Analysis  D+J Difference and Justice","Crosslists","American
  & Indigenous Studies; Architecture; Environmental & Urban Studies;
  Environmental Studies","null","null","null","null","","Environmental Studies","https://inside.bard.edu/academic/courses/fall2023/es.htm"
"1682471336-1155","https://inside.bard.edu/academic/courses/fall2023/menu.htm","Introduction to Research Methods","SOC 205","92117","15","4","Yuval Elmelech","Tue  Thurs    10:10 AM
  - 11:30 AM Henderson Comp. Center 106","Distributional","MC  Mathematics and Computing","Crosslists","American
  & Indigenous Studies; Environmental & Urban Studies; Environmental
  Studies; Global & International Studies; Human Rights","null","null","null","null","","Environmental Studies","https://inside.bard.edu/academic/courses/fall2023/es.htm"
"1682471336-1156","https://inside.bard.edu/academic/courses/fall2023/menu.htm","Global Inequality and Development","SOC 269","92120","18","4","Peter Klein","Mon  Wed     10:10 AM
  - 11:30 AM Olin 307","Distributional","SA  Social Analysis  D+J Difference and Justice","Crosslists","Environmental
  & Urban Studies; Environmental Studies; Global & International
  Studies; Human Rights","null","null","null","null","","Environmental Studies","https://inside.bard.edu/academic/courses/fall2023/es.htm"
"1682471336-1157","https://inside.bard.edu/academic/courses/fall2023/menu.htm","Pilgrimage, Voyage, Journey","REL 243","92079","16","4","Bevin Blaber","Tue  Thurs    1:30 PM
  – 2:50 PM Olin 303","Distributional","MBV  Meaning, Being, Value  D+J Difference and Justice","Crosslists","Environmental
  & Urban Studies; Environmental Studies; Historical Studies","null","null","null","null","","Environmental Studies","https://inside.bard.edu/academic/courses/fall2023/es.htm"
"1682471338-1158","https://inside.bard.edu/academic/courses/fall2023/menu.htm","The Rift and the Nile","ANTH 218","92012","22","4","John Ryle","Mon  Wed     10:10 AM
  – 11:30 AM Olin 107","Distributional","SA  Social
  Analysis  D+J Difference and Justice","Crosslists","Africana
  Studies; Environmental & Urban Studies; Environmental Studies; Historical
  Studies; Human Rights","null","null","null","null","","Africana Studies","https://inside.bard.edu/academic/courses/fall2023/africana.html"
